species,Nplots,mean.abund,ts,betaT,alphaT,Rs,slopeN,b.inter,bs,bs.se,bs.p,u.inter,us,us.se,us.p,min.tp,max.tp,min.tval,max.tval,low.bound,hi.bound
Abrophyllum ornans,1,0.107462686567164,0.775631199733482,0.792955826999264,-0.0173246272657829,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.792955826999264,0.792955826999264,0.775631199733482,0.775631199733482,0,0
Acacia boormanii,1,0.222972972972973,0.709254452929271,0.694519002440086,0.0147354504891852,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.694519002440086,0.694519002440086,0.709254452929271,0.709254452929271,1,0
Acacia falciformis,1,0.0178306092124814,0.850881895447306,0.798976182734491,0.0519057127128152,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.798976182734491,0.798976182734491,0.850881895447306,0.850881895447306,0,0
Acacia floribunda,5,0.117201546514902,0.825120817214061,0.803842192909416,0.0212786243046452,0.0457221532125263,5,0.825120817214057,5.18809137273846e-15,1.96298193914902e-15,0.077458943097558,0.825120817214058,3.24499132972843e-15,2.77468420231464e-15,0.326668340982758,0.782482800310845,0.828204953523372,0.825120817214061,0.825120817214061,0,1
Acacia implexa,1,0.0549777117384844,0.799299172400422,0.798976182734491,0.000322989665931694,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.798976182734491,0.798976182734491,0.799299172400422,0.799299172400422,0,0
Acacia leiocalyx subsp. leiocalyx,1,0.0625,0.754503503636663,0.785984654528656,-0.0314811508919931,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.785984654528656,0.785984654528656,0.754503503636663,0.754503503636663,0,0
Acacia mearnsii,1,0.0346534653465346,0.807534843830283,0.813336687975664,-0.0058018441453811,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.813336687975664,0.813336687975664,0.807534843830283,0.807534843830283,0,0
Acacia melanoxylon,3,0.0745297550948152,0.690404017948911,0.726315651906641,-0.0359116339577306,0.0828254348827024,3,0.690404017948911,0,0,NA,0.690404017948907,4.86502166646506e-15,4.92715899637615e-16,0.0642559895041912,0.694519002440086,0.777344437322789,0.690404017948911,0.690404017948911,1,0
Acmena smithii,2,0.30790147406205,0.845370845842226,0.788967329023783,0.0564035168184426,0.0131032155011596,2,0.845370845842253,-3.51968917149013e-14,NA,1,0.845370845842235,-1.19824974148128e-14,NA,1,0.779852611498105,0.792955826999264,0.845370845842226,0.845370845842226,0,0
Alphitonia excelsa,1,0.174107142857143,0.851567285069125,0.785984654528656,0.0655826305404685,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.785984654528656,0.785984654528656,0.851567285069125,0.851567285069125,0,0
Angophora subvelutina,1,0.0846228239845261,0.81129053057459,0.798231484858171,0.0130590457164188,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.798231484858171,0.798231484858171,0.81129053057459,0.81129053057459,0,0
Backhousia myrtifolia,1,0.293966623876765,0.905571495796991,0.828204953523372,0.0773665422736196,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.828204953523372,0.828204953523372,0.905571495796991,0.905571495796991,0,1
Callistemon subulatus,1,0.0396039603960396,0.826438140455775,0.813336687975664,0.0131014524801111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.813336687975664,0.813336687975664,0.826438140455775,0.826438140455775,0,0
Casuarina cunninghamiana,5,0.378075614108169,0.782432484627268,0.806933730222922,-0.0245012455956537,0.0457221532125263,5,0.782432484627265,3.51275172930109e-15,2.77413571575779e-15,0.29481034141242,0.782432484627272,-4.9359581050651e-15,2.15221214805687e-15,0.105622695335808,0.782482800310845,0.828204953523372,0.782432484627268,0.782432484627268,0,1
Casuarina glauca,1,0.154017857142857,0.775505628606266,0.785984654528656,-0.01047902592239,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.785984654528656,0.785984654528656,0.775505628606266,0.775505628606266,0,0
Ceratopetalum apetalum,1,0.0865671641791045,0.707035402932555,0.792955826999264,-0.0859204240667097,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.792955826999264,0.792955826999264,0.707035402932555,0.707035402932555,0,0
Commersonia fraseri,1,0.194518125552608,0.60974657686616,0.779852611498105,-0.170106034631945,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.779852611498105,0.779852611498105,0.60974657686616,0.60974657686616,0,0
Coprosma quadrifida,5,0.116192900945658,0.696431213401582,0.756855565326491,-0.0604243519249089,0.0931599202824454,5,0.696431213401584,-2.08910335348517e-15,1.85279170244658e-15,0.341548976232582,0.696431213401582,0,0,NA,0.703669934675769,0.796829854958215,0.696431213401582,0.696431213401582,0,0
Cryptocarya glaucescens,1,0.0507462686567164,0.704516672620315,0.792955826999264,-0.0884391543789496,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.792955826999264,0.792955826999264,0.704516672620315,0.704516672620315,0,0
Dodonaea viscosa subsp. cuneata,1,0.0520059435364042,0.973104310955408,0.798976182734491,0.174128128220918,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.798976182734491,0.798976182734491,0.973104310955408,0.973104310955408,0,0
Doryphora sassafras,1,0.073134328358209,0.706322636618706,0.792955826999264,-0.0866331903805589,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.792955826999264,0.792955826999264,0.706322636618706,0.706322636618706,0,0
Duboisia myoporoides,1,0.0647321428571428,0.643762913656883,0.785984654528656,-0.142221740871773,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.785984654528656,0.785984654528656,0.643762913656883,0.643762913656883,0,0
Eucalyptus amplifolia,1,0.324675324675325,0.886436327098568,0.818268580171498,0.0681677469270702,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.818268580171498,0.818268580171498,0.886436327098568,0.886436327098568,0,0
Eucalyptus camphora subsp. humeana,3,0.169332825553524,0.706874352342762,0.721814789457231,-0.0149404371144681,0.0679609017754578,3,0.706874352342762,4.33968042820265e-16,1.28575584252581e-15,0.792771592036371,0.706874352342767,-6.0254102469687e-15,2.31266512004128e-15,0.233308177614518,0.703669934675769,0.771630836451227,0.706874352342763,0.706874352342763,0,0
Eucalyptus cypellocarpa,1,0.113234253361642,0.789853126220312,0.782482800310845,0.00737032590946674,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.782482800310845,0.782482800310845,0.789853126220312,0.789853126220312,0,0
Eucalyptus elata,1,0.0436456996148909,0.709095631773317,0.828204953523372,-0.119109321750054,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.828204953523372,0.828204953523372,0.709095631773317,0.709095631773317,0,1
Eucalyptus radiata,3,0.217275377674337,0.760258903926814,0.763739386091721,-0.00348048216490715,0.0953062480587212,3,0.760258903926813,6.14433036618608e-16,2.5057871384433e-15,0.846917632575247,0.760258903926815,-1.95088009676554e-15,1.26768127603693e-15,0.366842206223503,0.703669934675769,0.798976182734491,0.760258903926814,0.760258903926814,0,0
Eucalyptus resinifera,1,0.167992926613616,0.774407791153989,0.779852611498105,-0.00544482034411609,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.779852611498105,0.779852611498105,0.774407791153989,0.774407791153989,0,0
