species,Nplots,mean.abund,ts,betaT,alphaT,Rs,slopeN,b.inter,bs,bs.se,bs.p,u.inter,us,us.se,us.p,min.tp,max.tp,min.tval,max.tval,low.bound,hi.bound
Abrophyllum ornans,1,0.0463618802318094,0.903089986991944,0.71485249122898,0.188237495762964,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.71485249122898,0.71485249122898,0.903089986991944,0.903089986991944,0,0
Acacia boormanii,1,0.0923076923076923,0.602059991327962,0.632057492454749,-0.0299975011267863,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.632057492454749,0.632057492454749,0.602059991327962,0.602059991327962,0,0
Acacia falciformis,1,0.00423131170662905,1,1.16054961614014,-0.160549616140136,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.16054961614014,1.16054961614014,1,1,0,1
Acacia floribunda,25,0.0194930771099797,0.903089986991944,0.699072505261401,0.204017481730542,0.43016981856671,25,0.903089986991944,5.16847868821535e-16,6.43217615162058e-16,0.429892259365405,0.903089986991943,-1.30135859831797e-16,3.2035645375789e-16,0.688334293327356,0.410966764851997,0.841136583418707,0.903089986991944,0.903089986991944,0,0
Acacia implexa,1,0.0130465444287729,1.07918124604762,1.16054961614014,-0.0813683700925107,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.16054961614014,1.16054961614014,1.07918124604762,1.07918124604762,0,1
Acacia leiocalyx subsp. leiocalyx,1,0.018970189701897,0.778151250383644,0.410966764851997,0.367184485531646,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.410966764851997,0.410966764851997,0.778151250383644,0.778151250383644,0,0
Acacia mearnsii,1,0.0060098733633827,1,0.841136583418707,0.158863416581293,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.841136583418707,0.841136583418707,1,1,0,0
Acacia melanoxylon,9,0.0140292425713689,1.47712125471966,0.591753304861983,0.885367949857679,0.189105749423595,9,1.47712125471967,-7.92825479788686e-15,2.87794509723868e-15,0.0283060680945768,1.47712125471966,-1.19423687596457e-15,7.8232233086994e-16,0.170713793339384,0.442951743031154,0.632057492454749,1.47712125471966,1.47712125471966,0,0
Acacia pravissima,1,0.15867418899859,0.903089986991944,1.16054961614014,-0.257459629148192,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1.16054961614014,1.16054961614014,0.903089986991944,0.903089986991944,0,1
Acaena novae-zelandiae,1,0.00402856619666728,-0.522878745280338,0.625342052468962,-1.1482207977493,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.625342052468962,0.625342052468962,-0.522878745280338,-0.522878745280338,0,0
